aid,sub,本科学校档次,本科专业,本科成绩和算法、排名,其他说明,研究生专业,研究生成绩和算法、排名,研究生学校档次,IELTS_Overall,IELTS_R,IELTS_L,IELTS_S,IELTS_W,TOEFL_Overall,TOEFL_R,TOEFL_L,TOEFL_S,TOEFL_W,GRE_Overall,GRE_V,GRE_Q,GRE_AW,GMAT_Overall,GMAT_Q,GMAT_V,LSAT
2074322,,双非,法语,均分88.83 出国交换前连续两年排名第一,本科 期间 到 法国 交换 一年 在校 期间 参加 了 学生会 红十字会 艺术团 等 活动 并 一直 担任 班长 在 一家 美资 五百强 企业 实习 有 两年 全职 工作 经验 央企 外派 非洲,,,,7.5,8.5,8.5,7,6.5,111,28,28,26,29,,,,,,,,
2074333,,211,法学本硕,加权平均分82.4,实习 内所外 所 国际 组织 推荐信 交换 学校 + 讲师 学校 教授   研究生 导师 外所 高年级 律师 无 论文   无 竞赛 提交 了   实习 时候 写 的 一个 报告,法学本硕,,211,,,,,,109,30,28,23,28,,,,,,,,
2074335,,双非,生物技术,3.3/4,本科 国家 奖学金 校级 特等 奖学金 一堆 有 的 没 的 的 奖状 医院 实习 证明 港 理工 授课 型 硕士 毕业 后 中科院 实习 五个 月 之后 港大 工作 快 一年 半,生物医学工程,3.6/4,香港理工大学,6.5,7,6,6,6.5,,,,,,,,,,,,,
2074340,,香港城市大学,EE,9/77,,,,,,,,,,,,,,,,,,,,,,
2074347,,上外,新闻学,3.7,+ 的 工作 党 在 外企 做 过年   的 工作,,,,8,8,8.5,8,8,,,,,,,,,,,,,
2074346,,211 & 985,,,,,,,,,,,,,,,,,,,,,,,,
2074343,,211 & 985,劳动与社会保障,3.41/4,,,,,,,,,,,,,,,,,,,,,,
2074353,,清华/北大/中科大,外国语言文学,3.68/4.0,月 号 收到 推研信 月 号 收到 的 没有 笔试 面试 月 号 收到 推研信 月 号 前 需要 告知 是否 接受 - 周 下发 正式 没有 笔试 面试 月 号 收到 推研信 没有 笔试 面试 校级 及 以上 奖励 个 志愿 公益 经历 丰富 校级 团委 部门 学生 部长 几个 大型 赛会 服务 团队 一篇 校级 挑战杯 二等奖 略水 一篇 专题 人物 报道 一份 实习 个别 无足轻重 的 港台 经历 本科 学校 可能 略加 分,,,,,,,,,85,23,19,22,21,,,,,,,,
2074373,,211 & 985,心理学,87.7/100,医院 精神科 实习 美国 咨询中心 实习 心理 帮助 热线 接线员 支教 志愿 活动 经历 若干 参与 国创 一项 非 相关 领域 在 婚姻家庭 领域 大牛 实验室 干活 推荐信 本科 导师 - 国内 婚姻家庭 大牛 推荐信 强调 科研 能力               课程 老师 - 申请 方向 相关 课程 强调 领域 内 的 潜力 和 兴趣 跨文化 工作 的 能力               咨询中心 老师 - 强调 作为 咨询师 的 特质 和 潜力 领导力,,,,7.5,8,8.5,6,6.5,,,,,,314,150,164,3.5,,,,
2074377,,双非,法学,3.3/4.0,国家 励志 + 各种 学院 奖学金 + 校优毕 + 论文 + 项目 + 律所 法院 实习 + 司考,,,,,,,,,85,22,26,18,19,,,,,,,,
2074398,,双非,建筑学,3.81,,,,,,,,,,97,26,27,22,22,314,148,166,2,,,,
2074396,,211,电子工程,3.24/4,无 竞赛 傍身 一份 运营商 公司 实习 较 丰富 的 学生 活动 经历,,,,6.5,6.5,7,6,5.5,,,,,,,,,,,,,
2074435,,211,经济学,3.5/5.0,国奖 两篇 国内 论文,经济学,3.7/5.0,211,,,,,,,,,,,,,,,,,,
2074444,,211,生物工程,84/100 top15%,,,,,6.5,7.5,7,6,6,,,,,,,,,,,,,
2074422,,211,传播,3.45/5,无 奖学金 一个 海外 志愿者 段 实习 重点 突出 了 在 澎湃 新闻 的 实习,,,,6.5,7,6,6,6,,,,,,,,,,,,,
2074457,,双非,Accounting,,有 一篇 国内 文章,Marketing,,211 & 985,,,,,,,,,,,,,,,750,51,40,
2074472,,211 & 985,环境工程,3.19,,景观,3.59,,,,,,,99,25,28,22,24,322,152,170,3,,,,
2074466,,985,材料成型及控制工程,,本科 专业课 成绩 还是 很 不错 的   无奈 一些 你 懂 的 课程 拉低 了 分数 偏低,,,,,,,,,,,,,,,,,,,,,
2074460,,双非,民商法,,,,,,,,,,,98,28,24,23,23,,,,,,,,
2074482,,中山大学,marketing,,两份 实习 参与 过 一个 项目 国奖 一个,,,,7,7,7.5,6.5,6.5,,,,,,,,,,,,,
2074491,,University of Leeds,会计,3.5,海本 语言,,,,,,,,,,,,,,,,,,,,,
2074586,,双非,翻译,86/100,本科 双非   成绩 一般   无牛 推   拿过 一次 校奖   两次 水 实习,,,,,,,,,,,,,,,,,,,,,
2074507,,复旦大学,英语翻译,3.0,,,,,,,,,,113,29,30,26,28,327,170,157,3.5,,,,
2074581,,双非,录音艺术,89.96；GPA3.98；学院第一名,低分 雅思 双非 学校 全靠 高 优秀作品 优秀论文 省级 和 校级 优秀 毕业生 一个 创新 基金 课题 申报者 暑期 实践 组织 人 一个 省级 电视台 实习 一个 院线 电影 实习 还有 市级 报社 教育局 市级 台 实习 一篇 大众 文艺 发表 论文,,,,6.0,5.5,6,5.5,6,,,,,,,,,,,,,
2074548,,中国地质大学（武汉）,土木工程,3.5/5,参加 过 社会 实践 中建 三局 实习,,,,,,,,,93,25,24,22,22,,,,,,,,
2074638,,双非,建筑学,,,,,,,,,,,,,,,,,,,,,,,
2074636,,,,,最高法院 实习 半年 拿 过次 学校 一等 奖学金 推荐信 两个 学校 教授 一个 实习 带 我 的 审判长 感觉 自己 实践 经历 还是 少 了 被 西北 和 拒后 真是 巨 伤心 能 拿到 的 已经 很 感激 了 还 剩 一个 虽然 感觉 希望 渺茫 但 还是 期待 能 有 人品 爆发 吧,法律硕士,3.8/4.0,华东政法大学,,,,,,102,28,26,23,25,,,,,,,,
2074629,,985&211,生物工程-食品院校,3.5/4.0,有 一份 在 北京 实习 国内 一篇 核心 期刊论文 水 论文 第一 作者 两年 国创 科研项目,,,,,,,,,103,28,29,23,23,318,151,167,3.5,,,,
2074648,,211 & 985,电子科学与技术,3.89/4.00   87.6,美国 一 学期 交换   水 专利   水 科研   全程,,,,,,,,,,,,,,,,,,,,,
2074597,,211 & 985,水资源,3.6/4.0,有 一个 相关 的 个 月 实习   和 其他 杂七杂八 的 实习   成绩 班上 中等 吧   学术 上 就是 一些 课程设计,,,,6,,,5.5,5.5,,,,,,,,,,,,,
2074632,,中山大学,法学,3.9/4.0,推荐信 是 校内 两个 教授 去年 年底 开始 在 实习 写进 了 可能 有点 作用 另外 还有 几个 小 实习 每年 一个 小 奖学金 其他 没 啥 了,,,,,,,,,98,25,23,23,27,,,,,,,,
2074625,,四川大学,环境工程,88.75/100，专排第二,大三 去 华盛顿大学 西雅图     交换 了 一年,,,,,,,,,111,29,29,26,27,329,159,170,4,,,,
2074549,,上海交通大学,CS,,,,,,,,,,,103,29,27,22,25,320,150,170,3,,,,
2074666,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,生物科技,3.7/4.3,加拿大 交换 学生   个 月 本土 药企 市场 营校 实习 半年 农科院 暑期 计画 两个 月 修过 药物 经济学 推荐信 找 实习 老 闆 原 科系 教授 跟 药物 经济学 教授,,,,,,,,,104,29,30,23,22,336,168,168,3,,,,
2074676,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,90.5/1,一篇 会议 三段 水 研究 专利 国奖 若干 竞赛,,,,,,,,,,,,,,,,,,,,,
2074698,,双非,植物保护,3.95/5.0,两篇 会议 摘要   一个 国家专利   省级 大创 项目 主持   国奖   一二三 等 奖学金   一份 导师 推荐信   一份 大牛 推荐信   中国 国家 地理 摄影奖   暑期 交流 选校 录 了 我 填 的 第一 志愿 第一年 西班牙 瓦伦西亚 理工   第二年 德国 哥廷根大学,,,,,,,,,,,,,,,,,,,,,
2074677,,中国人民大学,,3.53 / 4.00,,,,,,,,,,,,,,,,,,,,,,
2074706,,清华/北大/中科大,外国语言与外国历史,,,,,,,,,,,,,,,,,,,,,,,
2074705,,,,,,,,,,,,,,,,,,,,,,,,,,
2074700,,华中科技大学,,gpa87,校 三好生   国奖   水水 的 实习,,,,7.5,9,8.5,6.5,6.5,,,,,,,,,,,,,
2074713,,安徽农业大学,英语,87/100,,,,,,,,,,,,,,,,,,,,,,
2074717,,211 & 985,信息对抗技术,87.6/100,,,,,7,7,8,,6,,,,,,,,,,,,,
2074719,,211 & 985,信息对抗技术,87.6/100,,,,,7,7,8,,6,,,,,,,,,,,,,
2074747,,双非,旅游管理,"3.68/4, 1/65",,,,,6.5,7.5,6.5,6,6,,,,,,,,,,,,,
2074735,,双非,城市规划,2.94,,,,,,,,,,,,,,,,,,,,,,
2074733,,双非,会计,4.2/5,,,,,,,,,,108,30,30,23,25,,,,,740,51,38,
2074748,,双非,旅游管理,"3.68/4, 1/65",,,,,6.5,7.5,6.5,6,6,,,,,,,,,,,,,
2074755,,北京师范大学,社会学,no.1,,社会学,优秀,专业性院校,,,,,,,,,,,,,,,,,,
2074750,,浙江大学,测控技术与仪器,3.59/4.0  11/89,无 论文   大四 长期 在 导师 的 实验室 做 研究 助理   有 的 实习 经历   有个 机器人 比赛 的 经历,,,,,,,,,81,25,16,18,22,,,,,,,,
2074725,,211,生物技术,2.94/5,一个 学生 干部 奖学金 无 实习 经验 辩论赛 拿 了 很多 奖   当 过 队长,,,,6,6.5,6,6,5,,,,,,,,,,,,,
2074768,,双非,环境艺术设计,85.7/100  排名：15/125,三次 奖学金 加 一些 乱七八糟 的 学校 奖 半年 设计院 的 景观设计 工作 经验,,,,6,7,6,5,6,,,,,,,,,,,,,
2074761,,211,车辆工程,80/100,一般 背景 三年 多 申请 专业 相关 工作 经验,,,,,,,,,,,,,,,,,,,,,
2074757,,211 & 985,交通工程,85.18,三篇 论文 两个 设计院 实习 跟 老师 做 的 两个 项目 其余 学生 工作 和 志愿 服务,,,,6.5,7.5,7.5,6,5.5,,,,,,,,,,,,,
2074769,,武汉理工大学,环境科学,"四分制3.6/4.0,五分制3.5/5.0，排名5/21",学校 自主 创新 负责人 国内 类 核心 二作 一篇 发表 一作 一篇 待 发表 两个 专利 受理 中科院 某 研究所 实习 证明 学院 院长 副 院长 指导 我 实验 的 推荐信 校 三等 奖学金 学校 的 一些 科研 小 比赛 学院 心协 部长 电影协会 副 会,,,,7,7.5,8.0,6.0,5.5,,,,,,,,,,,,,
2074785,,211,财务管理,3.67/4,两段 比较 水 的 实习 校级 奖学金,,,,7,9,7,6,6,,,,,,,,,,,,,
2074829,,211,电子商务 英语双学位,81,台湾 交换 半年 海外 志愿者 一份 媒体 实习 校园 刊物 美编 一些 学生 社团 大 三下 才 决定 申请 很 低 … …,,,,7.5,7.5,8.5,6,7,,,,,,,,,,,,,
2074778,,Western University,"Honors Econ, Minor in Math",92/100,,,,,,,,,,,,,,,,,,,,,,
2074808,,双非,信管,3.37,城大 的 专业 是 电子商务 与 知识 管理 专业,,,,6.5,7,7,5.5,5.5,,,,,,,,,,,,,
2074789,,211 & 985,生物科学,3.75,没有 发 过 论文 有 国外 交换 经历  ,,,,,,,,,111,30,28,24,29,325,155,170,3.5,,,,
2074839,,香港中文大学,商科,3.45,申请 导师 强推 系主任 强推 美国 合作 教授 强推 两篇 数学 文章 在 投       的 杂志,数学,3.89,香港中文大学,7.5,8,8.5,6.5,6.5,,,,,,,,,,,,,
2074816,,,Business and economics,cum laude,,Politics,Distinction,LSE,,,,,,,,,,,,,,,,,,
2074830,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,生物技术/财务管理,81/100,,,,,6.5,7,7,5.5,5.5,,,,,,,,,,86,51,35,
2074859,,211 & 985,心理学,3.22/4 学校算法 吃亏,,,,,,,,,,103,29,26,22,26,324,154,170,3,,,,
2074843,,211 & 985,金融学,3.6/4.0,,,,,7,8,6.5,6,6.5,,,,,,,,,,740,51,39,
2074851,,,,,,,,,,,,,,,,,,,322,154,168,4,,,,
2074844,,211 & 985,大气科学,4.44,篇 中文 核心 一作篇 一作 申请 时 一篇 二审 一篇 一审 主持 过 一个 国家级 项目 一个 校级 项目 参加 过 一个 在 教育部 重点 实验室 当 过年 挑战杯 省 一 数学 建模 省特 资助 在 英国大学 交流 过 半年 气象局 研究 机构 实习 经历 若干,Environmental Engineering,3.83 2/155,Florida State University,7.5,9.0,7.0,6.5,6.5,,,,,,322,152,170,4.0,,,,
2074860,,University of Liverpool,Architecture,3.33/4.0,,,,,,,,,,,,,,,,,,,,,,
2074850,,双非,知识产权,3.74,,,,,,,,,,92,27,20,22,23,,,,,,,,
2074869,,南开大学,生物,86（加权平均）,,,,,7,8,7.5,6,6.5,,,,,,,,,,,,,
2074864,,清华/北大/中科大,法学院,89.06,推荐信 分别 来自 学院 教授 律所 合伙人 和 交换 学校 的 教授,,,,7.5,8.5,8,6,6.5,111,29,29,23,30,,,,,,,,
2074872,,,会计,89.12/100,拿过 几个 奖学金 也 拿 过 一些 不大不小 的 奖项 没有 发表 过 论文 有 经济学 双学位 但是 双学位 不高 参加 过 几个 比较 高大 上 的 经济学 科研项目 这 几个 项目 都 是 硬货 参加 这 几个 项目 也 花费 了 很多 的 精力 和 时间 拿 了 两个 大牛 的 推荐信 其中 一个 是 强推 另外 一个 不 知道 写 了 啥 数学 部分 就是 基本 的 那 几门 但是 每 一门 都 是 接近 满分,,,,,,,,,101,28,25,22,26,,,,,,,,
2074877,,香港大学 (The University of Hong Kong),艺术史 (Art History),3.38 / 4.3,基本 都 没有 除了 交换 去学 了 视觉艺术 最后 一年   合作 带队 去 尼泊尔 做  ,,,,,,,,,114,29,29,28,28,328,160,168,4.0,,,,
2074884,,211 & 985,应用物理（还修了工商管理的双学位）,80.13,  想 起来 还有 一个 的 不过 我 是 被 默拒 的 没有 邮件 所以 我 也 不 知道 时间 闲着没事 查 状态 的 时候 发现 的 不过 很早 了 而且 查 到 当天 收到 了 的,,,,6.5,7,7,6,5.5,,,,,,,,,,,,,
2074876,,University of Minnesota - Twin Cities,Economics,3.76/4.0,学校 不 知道 为什么 显示 了 … … 奇怪 我美本 经济学     毕业 的 亮点 大概 是 三年 半 毕业 还有     吧 相关 实习 没有 有 一个 学校 的 工作 经验 和 一些 推荐信 两封 教授 的 一封 的 说 一下 缺点 我 的 数学 成绩 可能 拖底 了 我 的 申请 因为 有 几个 + 和 之类 的 但是 经济学 的 不错 几乎 都 是,,,,,,,,,,,,,,318,150,168,3,,,,
2074888,,211 & 985,计算机科学,3/258,有 实验室 海外 科研 经历 无,,,,,,,,,,,,,,,,,,,,,
2074889,,211,工商管理,均分84,十二月 下旬 申 的   月 号 推研   号   无 面试   辅修 的 新闻学   奖学金   公关 公司 实习   腾讯 实习   短期 香港 游学   推荐人 一个 是 院里 教授 一个 是 实习,,,,7,7.5,7.5,6,6,,,,,,,,,,,,,
2074892,,211,Petroleum Engineering,3.5/4,六篇 核心 一作 一篇 一作 两次 国际 会议 宣讲 两次 国内 会议 宣讲,Petroleum Engineering,3.5/4,中国地质大学（北京）,,,,,,98,29,22,22,25,323,155,168,3.0,,,,
2074918,,清华/北大/中科大,生物科学,3.45/4.00,本科 混 了 很 久 实验室 虽然 没 文章 有暑 研暑研 老板 与 申请 的 导师 很 熟,,,,,,,,,,,,,,,,,,,,,
2074961,,Warwick,数学,,,,,,7.5,7.5,7.5,7,7,,,,,,,,,,,,,
2074919,,福州大学,物流管理,3.5/5  7/59,一个 海尔 水 实习 学校 奖学金 一年 台湾 交换 经验,,,,,,,,,,,,,,,,,,,,,
2074981,,211 & 985,景观学,,无 论文 无牛 推 国际 竞赛 小 奖 排名 中 稍 偏 上,,,,,,,,,,,,,,,,,,,,,
2074941,,双非,英语,3.6,北大 双学位 两段 科研 三份 实习 另外 拿到 的 有 威斯康星 乔治城 波士顿 约翰霍普金斯 应该 不 考虑 了,,,,,,,,,103,29,24,23,27,322,154,168,3.5,,,,
2074979,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,信息工程,3.3/4.0,几个 小 项目 一年 相关 工作 经验 都 很 水,,,,6,7.5,6,5.5,5.5,,,,,,,,,,,,,
2074996,,985+211,国际贸易,85-86,有 面试   群面 形式   面试 后天 通知 哒,,,,,,,,,99,27,27,20,25,,,,,,,,
2075037,,211,"Journalism and Communications, Finance",,硬件 很差 我 可能 软件 上 比较 好 推荐信 两文 一理 一封 来自 我 助研 的 上司 他 是 加州大学 国际 冲突 与 合作 研究所 所长 专长 为 中国 军事 和 科技 创新 一封 来自 世纪 中国 项目 主任 教授 专长 为 中国 政治 一封 来自 政治系 助理 教授 徐轶青 他 的 专长 为 方法论   是 我 在 《 地理信息系统 》 课上 用 写 的 课程 论文 哥大 不 要求   但 我 还是 交了 估计 能 给 他们 留下 一点 好 印象 在 学院 有 两段 助研 经历 且 还 在 进行 中 一段 给 所长 一段 给 徐轶青 此外 还 和 台湾 的 一个 智库 保持 合作 关系 我 有 一段 在 费城       实习 的 经历 上司 是 宾大 教授 专长 是 中国 政治 法律 台海 关系 他 也 表达 了 很 乐意 为 我 写 推荐信 无 论文 发表 但 发表 在 网上 的 杂文 还 挺 多 大多 有关 中国 政治 其中           ’       发表 在 了   上 这 是 我 在 的 高光 时刻 没有 一个 国际 学生 取得 如此 成绩,"International Politics, China",,"University of California, San Diego",,,,,,,,,,,322,155,167,3.5,,,,
2075031,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,大气科学,4.33/5,,大气科学,4/4,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,,,,95,27,23,23,22,315,152,163,3,,,,
2075042,,双非,英语,3.23,兼职 + 全职 教学 经验 有 年 学生 年龄 跨度 较大 从 - 都 有 英语 辩论赛 国家级 奖项 辩论 和 演讲 的 省级 奖项 几个 哈佛 亚洲 领导力 计划 成员 无 论文 推荐信 是 学校 院长 一封 工作 单位 领导 一封,,,,6.5,6.5,7.5,6.5,5.5,,,,,,,,,,,,,
2075055,,National University of Singapore,Life Sciences,Second Class (Upper) Honours,,,,,,,,,,,,,,,,,,,,,,
2075041,,双非,生物科学,平均绩点3.2,,,,,,,,,,,,,,,,,,,,,,
2074997,,厦门大学,建筑学,3.3,普通人 一次 实习 一次 大创 一次 没 得奖 的 竞赛,,,,7.5,9,8.5,6.5,6.5,,,,,,327,157,170,3,,,,
2075056,,985,ME,85/100,,ME,3.7/5.0,,7.5,8,8.5,7,7,,,,,,330,160,170,4,,,,
2075108,,211,建筑学,80/100,作品集 重新 做 的 方案 感觉 做 的 一般 之前 参加 竞赛 得 过 优秀奖 设计院 实习 设计院 工作 两年,,,,,,,,,87,29,20,17,21,315,152,163,2,,,,
2075106,,211,英语,82/100,教育 实习 报社 实习 电视台 实习 奖学金 各种 活动,,,,6.5,6,7.5,5.5,6,,,,,,,,,,,,,
2075103,,211,建筑学,80/100,,,,,,,,,,87,29,20,17,21,315,152,163,2,,,,
2075081,,双非,视觉传达设计,2.9,大 一大 二 每年 还是 能拿个 末尾 奖学金 实习 的话 有 实习 做过 设计 也 有 去 传媒 公司 实习 个 月,,,,,,,,,,,,,,,,,,,,,
2075058,,211 & 985,英语语言文学,3.32/4,,,,,7.5,9,8.5,6,7,,,,,,,,,,,,,
2075135,,211 & 985,Public Finance,88.00,,,,,7.5,8.5,8.5,6,6,,,,,,323,153,170,3.5,,,,
2075111,,211 & 985,建筑,3.65/4,,,,,,,,,,,,,,,,,,,,,,
2075098,,211,信管,88/100,之前 已经 交了 大 数据 的 留位 费据 了 的 商业 分析 但是 的 又 来 了 觉得 的 课程 比较 实用 啊 不 知道 选择 哪个 好 一些 呢 ？ 希望 大家 给 点 建议,,,,7,8,8,6,6,,,,,,,,,,680,51,29,
2075116,,双非,工商管理,3.03/4.00,,,,,,,,,,94,25,21,23,25,,,,,610,51,21,
2075136,,,,,,,,,,,,,,93,25,22,23,23,320,152,168,3.5,,,,
2075140,,211,翻译,GPA3.55,,,,,8,8.5,9,7.5,6.5,,,,,,,,,,,,,
2075134,,211 & 985,金融工程,88.05/100,,,,,,,,,,101,26,25,24,26,321,151,170,4,,,,
2075121,,双非,心理学,,双非 本科 没 奖学金 没什么 工作 经验 机构 申请 收到 通知 的 时间 瞎 写 的 不 记得 了,,,,,,,,,,,,,,,,,,,,,
2075148,,211,English Education,3.35/4.0,托福 非常 渣 幸好 这个 专业 比较 看重 写作 我 写作 比较 高 国内 水 论文 一作 一篇 校内 活动 社联 主席 + 较 多 志愿 工作 大一到 大四 均 有 公立 中小学 实习 经验 普通 老师 推荐 我 觉得 可能 是 最 出彩 的 部分 我 觉得 这是 中介 不会 代替 你 做到 的 事情 因为 香港 对 我 来说 是 个 非常 特别 的 地方 我 把 自己 对 这个 地区 和 梦校 的 感想 写 了 出来 可能 打动 了 他们,,,,,,,,,88,22,17,22,27,,,,,,,,
2075144,,211 & 985,建筑学,85/100,,,,,,,,,,93,28,21,23,21,318,152,166,3,,,,
2075147,,湖南大学,环境工程,86   5/49,本科 奖学金 若干 志愿者 经历 若干 和 酱油 一篇 跟 导师 一篇 待发,环境工程,B＋,香港大学,,,,,,88,22,20,24,22,,,,,,,,
2075157,,211 & 985,汉语言文学,,多年 非 相关 工作 经验 无 语言 成绩 提交 了 一些 未 发表 的 文章 和 本科 毕业论文 还有 一本 已 出版 的 翻译 作品,,,,,,,,,,,,,,,,,,,,,
2075155,,211 & 985,国际经济与贸易,3.4,,Economics,,,,,,,,100,24,28,23,25,321,153,168,3.5,,,,
2075208,,中国药科大学,pharmaceutics,3.73,,,,,,,,,,103,27,27,23,26,,,,,,,,
2075168,,双非,给排水科学与工程,3.8/5     1/71,,,,,,,,,,97,27,26,22,22,318,148,170,3.5,,,,
2075210,,211,法学,3.6/4 10/92,红圈 贸仲 的 实习 为了 司考 一年,,,,,,,,,99,24,26,23,26,,,,,,,,
2075217,,双非,,GPA 3.52,,,,,,,,,,93,26,26,20,21,312,148,164,3,,,,
2075190,,211 & 985,环境科学,87,有 一篇 国际 会议 的 论文 有 一个 科研 两个 相关 实习,,,,6.5,6.5,8,6,5.5,,,,,,,,,,,,,
