,aid,sub,本科学校档次,本科专业,本科4.0绩点,本科4.3绩点,本科5.0绩点,本科均分,本科原始成绩,其他说明,研究生专业,研究生4.0绩点,研究生4.3绩点,研究生5.0绩点,研究生均分,研究生原始成绩,研究生学校档次,IELTS_Overall,IELTS_R,IELTS_L,IELTS_S,IELTS_W,TOEFL_Overall,TOEFL_R,TOEFL_L,TOEFL_S,TOEFL_W,GRE_Overall,GRE_V,GRE_Q,GRE_AW,GMAT_Overall,GMAT_Q,GMAT_V,LSAT
3133,1958868,,双非,对外汉语,3.0,2.94,3.0,80,80刚出头,没有 奖学金 没有 牛 推 只有 一些 没 分量 的 志愿者 活动 不过 有 年 英语教学 经验 包括 中学英语 和雅思 教学,,,,,,,,7.5,8.5,8.5,6.5,7,,,,,,,,,,,,,
3134,1958806,,,农业经济学,3.9,3.72,3.9,89.0,3.9,其他 的 还有               我 基本 能 申请 的 跳板 都 申请 了 当时 实在 担心 没学 上 无   经济学 课无 高阶 数学课 交换 一年 牛 推 两封 其中 一封 至少 是 强推 一封,,,,,,,,,,,,,115,30,30,27,28,335,165,170,3.5,,,,
3135,1958867,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,广告,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,1958907,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,机械工程及其自动化,3.82,3.65,3.82,88.2,3.82/4    5/105,,,,,,,,,6.5,8.0,6.5,5.5,6.5,,,,,,,,,,,,,
3137,1958871,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,自动化,3.53,3.4,3.53,85.3,3.4/4.3,无水 水 的,,,,,,,,7,8.5,7.5,6,6.5,,,,,,321,153,168,3,,,,
3138,1958863,,211,法律、哲学,,,,,AA,无 论文 有 国外 支教 经验   无 交换   有 牛 推   过司 考,,,,,,,,,,,,,107,29,28,23,27,,,,,,,,
3139,1958897,,211 & 985,经济学,3.0,2.94,3.0,80,80,银行 工作 近三年 月底 申请 日 通知 电话 面试,,,,,,,,7,9,7,6,6,,,,,,,,,,,,,
3140,1958920,,211,英语系,3.3,3.2,3.3,83,83,,,,,,,,,7,8,8,6,6.5,,,,,,,,,,,,,
3141,1958922,,211 & 985,测控,3.1,3.03,3.1,81.0,3.1/4（依照WES算法自算）,无 强推 一般 推荐信,,,,,,,,,,,,,112,30,29,24,29,333,163,170,4,,,,
3142,1958912,,211,,,,,,4.1/4.5,,,,,,,,,,,,,,112,29,23,30,30,333,165,168,4.5,760,41,51,
3143,1958884,,211,,,,,,,,,,,,,,,,,,,,108,30,29,22,27,326,159,167,3.5,,,,
3144,1958931,,清华/北大/中科大,经济学,3.2,3.12,3.2,82.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,1958953,,211,景观,3.56,3.43,3.56,85.6,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,
3146,1958947,,清华/北大/中科大,工程物理,3.5,3.37,3.5,85,85,  一作 一篇 会议   次系 内 老师 推荐信 三个   中 唯一 给 了 的 一个 已 从 祝 大家 多多,核科学与技术,3.7,3.55,3.7,87,87,清华/北大/中科大,,,,,,103,29,27,22,25,322,153,169,3,,,,
3147,1958954,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,心理学,3.96,3.77,3.96,89.6,3.96/4.0（WES 3.91/4.0）,实验室 经历 段 但是 做 的 工作 很水 基本 可 忽略 暑校 经历 段 当地 精神科 门诊 经历 段校 心理 中心 学生 助理 年,,,,,,,,,,,,,105,29,27,24,25,325,157,168,3.0,,,,
3148,1958955,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,political science,,,,,,,,,,,,,,,,,,,105,27,28,25,25,325,155,170,4,,,,
3149,1958963,,双非,英语,3.5,3.37,3.5,85,85,环球网 的 编译 实习     三笔 证书,,,,,,,,,,,,,,,,,,,,,,,,,
3150,1958971,,211,经济学,3.65,3.5,3.65,86.5,3.65/4,三无 无牛 推 无 论文 无 项目 苟且 做过 三年 社团 拿过 十几个 奖学金,,,,,,,,,,,,,,,,,,324,158,166,3,,,,
3151,1959027,,中山大学,Liberal Arts,,,,,1/32,,,,,,,,,7,8.5,6.5,6.5,6,,,,,,322,152,170,3,,,,
3152,1959040,,双非,经济,3.9,2.25,2.2,72,"英国算法，三年均分分别为72,77,78 (GPA=3.9)",,,,,,,,,7.5,6.5,7.5,7,8.5,,,,,,320,152,168,3,,,,
3153,1959038,,双非,经济,3.9,2.25,2.2,72,"英国算法，三年均分分别为72,77,78 (GPA=3.9)",,,,,,,,,7.5,6.5,7.5,7,8.5,,,,,,320,152,168,3,,,,
3154,1959034,,双非,经济,3.9,2.25,2.2,72,"英国算法，三年均分分别为72,77,78 (GPA=3.9)",,,,,,,,,7.5,6.5,7.5,7,8.5,,,,,,320,152,168,3,,,,
3155,1959035,,双非,经济,3.9,2.25,2.2,72,"英国算法，三年均分分别为72,77,78 (GPA=3.9)",,,,,,,,,7.5,6.5,7.5,7,8.5,,,,,,320,152,168,3,,,,
3156,1958996,,清华/北大/中科大,法学,3.0,2.94,3.0,80.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,1959032,,211,建筑学,3.55,3.42,3.55,85.5,"3.55/5,10/81",水 论文 两篇 教授 推荐 奖学金 若干,,,,,,,,6.5,7,6.5,6,6,,,,,,,,,,,,,
3158,1959063,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,西班牙语,,,,,4.4/5，专业第一,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,1959075,,211 & 985,汉语言文学,3.66,3.72,3.9,89,89，3.66/4，top3,,,,,,,,,,,,,,97,25,24,23,25,316,152,164,3.0,,,,
3160,1959072,,清华/北大/中科大,理论与应用力学,3.82,3.65,3.82,88.2,3.82/4.00,无 论文 去 美国 开会 的 时候 见过 这个 导师,,,,,,,,,,,,,111,29,30,23,29,,,,,,,,
3161,1959082,,浙江大学,自动化,3.93,3.63,3.8,88,88/100（成绩单上显示3.93/4.00，请尽情吐槽浙大水逼的绩点计算算法）,  -     暑期 科研 实习 项目     个人 陈述 上 有 写           论文 在 投 然而 年 年底 论文 已 被 拒     加拿大 阿尔伯 塔 大学 两位 教授 推荐信 其中 一封 算是 牛 推 来自 计算机系   前 机器 学习 顶会 会议 主席 另 一位 是 医学院 教授 不过 申请 欧洲 学校 时 只用 了 医学院 教授 的 另一封 推荐信 来自 本校 本 系 教授     印度 新德里 暑期 国际 志愿者 周     众 学业 二奖 三奖 被 系里 学神虐 的 不要 不要 的   网易 数据挖掘 组 实习,,,,,,,,7.0,8.0,6.5,7.0,6.5,,,,,,,,,,,,,
3162,1959096,,211 & 985,汉语言文学,3.54,3.41,3.54,85.4,85.4/100,个人经历 很杂 开始 准备 出国 也 略 晚 成绩 不算 很 高 倒 是 每年 都 有 奖学金 院 优秀学生 校 优秀学生 干部 国家级 大创 项目 负责人 发 过 两篇 水 论文 校团委 下属 校报 负责人 之一 院 学生会 秘书 部 部长 暑期 参加 过 支教 担任 小学 语文 老师 省 电视台 实习 某 东方 助教 实习,,,,,,,,6.5,7.0,6.5,6.0,6.0,,,,,,,,,,,,,
3163,1959078,,清华/北大/中科大,理论与应用力学,3.82,3.65,3.82,88.2,3.82/4.00,无 论文,,,,,,,,,,,,,111,29,30,23,29,,,,,,,,
3164,1959068,,,广播电视新闻学,3.3,3.2,3.3,83.0,3.3/4,一二三 等 奖学金 各 一份 两份 实习 经历 各种 比赛 奖励,,,,,,,,,,,,,99,28,27,20,24,311,150,161,3.5,,,,
3165,1959097,,211,传媒,3.74,3.58,3.74,87.4,学院算法3.74；WES算法3.87,  国家 部委 实习 半年 实习 个 月 国内 报社   个 月 国内 电视台   个 月 地方 电视台 个 月 一篇 待 发表 学校 科研 立项 第一名 一篇 未 发表 但 与 申请 专业 相关 - 联合国   个 月 学生会 少量 志愿 活动 部委 处长 志愿 认识 部委 处长 实习 学院 教授,,,,,,,,,,,,,98,27,22,22,27,323,156,167,3.5,,,,
3166,1959099,,211 & 985,经济学,3.7,3.55,3.7,87,87/100,发 过 一篇 论文 有 欧洲 访学 经历 三个 水 实习 三个 无牛 推是 小弱 一枚,,,,,,,,,,,,,,,,,,,,,,,,,
3167,1959112,,211 & 985,,3.7,3.55,3.7,87.0,3.7/5,一个 大 挑 的 省奖 三个 实习 一个 是 学生 自主 创业 团队 一个 很水 第三个 一个 在 公司,,,,,,,,,,,,,,,,,,,,,,,,,
3168,1959113,,,化学工程,3.6,3.46,3.6,86,均分86左右,无 论文   无 牛腿   文书 写 的 比较 用心 之后 请人 帮忙 改过 水 了 两个 大学生 创新 实验 提前 开始 了 个 毕 设有 环境 方面 的 水 实习 只有 校内 奖   国内 数模 二等奖,,,,,,,,,,,,,98,29,23,22,24,322,152,170,3.5,,,,
3169,1959114,,,,,,,,,双非   月 的 申请   一直 以为 自己 没望 了   新年 过得 焦虑   最后 还是 来 了   求 浸会 总 新生 群 或者 翻译 系 新生 群   有 的话 麻烦 留言 给 我 噢   谢谢,,,,,,,,,,,,,,,,,,,,,,,,,
3170,1959130,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,英语,3.7,3.55,3.7,87.0,WES GPA3.7,国际 医药公司 三甲 医院 实习 著名 教授 研究 团队 水过     修   + 教授 推荐信,,,,,,,,,,,,,100,25,24,23,28,317,149,168,3.5,,,,
3171,1959143,,211,景观建筑设计,3.52,3.39,3.52,85.2,3.52,无 牛腿 无 项目 无 竞赛 无 奖学金 一个 水 实习,,,,,,,,,,,,,93,25,26,20,22,,,,,,,,
3172,1959147,,,管理,,,,,3.2/4.5,论文 若干 国奖 两项,,,,,,,,,,,,,,,,,,,,,,,,,
3173,1959163,,211,architecture,3.19,3.11,3.19,81.9,3.19/4.0,两个 国家级 竞赛 一个 省级 竞赛 两个 市级 竞赛 一篇 论文 一个 省级 创新 项目 一个 校级 优秀 奖学金,,,,,,,,,,,,,90,25,24,19,23,314,149,155,3.0,,,,
3174,1959225,,渥太华大学,Finance,,,,,"8.5/10, 大致估计前5%",关于 托福 成绩 托福 是 本科 之前 考 的 没有 我 在 加拿大 读 的 大学 英语 能力 从大一 进去 的 时候 挺渣 渣 的 我 比较 在意 在 这里 强化 英语 实力 所以 现在 可以 说 是 突飞猛进 吧 和 别人 说话 我 一点 也 不 慌 也 偶尔 参加 一些 演讲 虽然 和 纯正 的 外国人 还是 没法 比 的 啦 经历 的话 乱七八糟 的 挺 多 的 比较 主要 的 是   国内 一个 比较 小 的 券商 实习 经历 加拿大 一个 小 会计公司 的 实习 工作 经验 我 比较 弱 因为 这 几年 加拿大 经济 也 不 太行 油价 也 不好 我 自己 前 几年 - 也 没 把握住 机会 因为 高于 得到 的 提名 还有 最后 一年 半 各种 乱七八糟 的 社团 报名 而且 竟然 有些 还 拿到 了 奖项 参加 了 学校 的         社团       在 校内 的 预选赛 拿到 了 分类 第一   省级 的 跪 了 所以 我 没 说 还有 校内 的 一个 小 的 经济模型 小 社团 我们 学了 一些 强化   比 课本上 加深 的 等等,,,,,,,,,,,,,98,25,21,26,26,,,,,,,,
3175,1959224,,211 & 985,Chemical Engineering,4.0,3.81,4.0,90.03,90.03,美硕,Chemical Engineering,3.85,3.68,3.85,88.5,3.85,,,,,,,,,,,,322,156,166,3.5,,,,
3176,1959198,,,理工科,,,,,前20%,,,,,,,,,7,9,7,6,6,,,,,,,,,,,,,
3177,1959205,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,英语,3.6,3.55,3.7,87,3.6/4 87/100,,,,,,,,,,,,,,98,27,21,23,27,,,,,,,,
3178,1959226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,1959230,,211,Electrical Engineering,3.33,3.23,3.33,83.3,3.33/4.00,国内 交流 去 美 三年 助教 一年 无 科研 无,,,,,,,,,,,,,,,,,,,,,,,,,
3180,1959267,,211 & 985,自动化,4.0,3.82,4.02,90.17,90.17,研究生 已经 读 了 两年 有 了 三篇 论文 参加 国家 项目 或者 竞赛 也 很多 国奖 什么 的 本科 的 时候 拿过,控制科学与工程,,,,,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,,,,,,,,,,,,,,,,
3181,1959263,,華南農業大學,社会工作,3.31,3.21,3.31,83.1,3.31/5,,,,,,,,,6.5,7,6,6.5,6,,,,,,,,,,,,,
3182,1959268,,211 & 985,博物馆学,2.98,2.93,2.98,79.8,我们学校的算法我只有2.98/4，北大算法3.17，gwu拒我说按他们的算法gp,有 一个 大 的   考古 工地 个 月 实习 大一 开始 在 某 一级 博物馆 做 志愿者 和 实习 有个 国内 拍卖行 实习 推荐信 一封 教授 一封 博物馆 馆长 一封 拍卖行,,,,,,,,6.5,7,6,"6,5",5.5,86,26,21,19,20,315,150,165,3,,,,
3183,1959239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,1959281,,211 & 985,工商管理,3.76,3.6,3.76,87.6,3.76/4.0,实习 教育 培训 机构 年 + 咨询 公司 暑假 + 研究院 年 学校 活动 社团 负责人 年 多次 志愿 活动 支教 项目 创业项目 个 + 社科 研究 项目 个 无 论文 拓展     推荐人 分别 为 美国 老师 本科 任课老师 和 实习 督导,,,,,,,,,,,,,,,,,,,,,,,,,
3185,1959245,,211,英语,3.81,3.64,3.81,88.12,88.12,师范 校级 奖学金 和 优秀学生 若干 + 优秀学生 干部 推荐信 是 本 专业 的 两位 教授 中国移动 实习 + 外企 实习 都 是 翻译 水 实习 一份 志愿 经历 高级 无 论文 无 发表 加上 之前 的 港 中文 很 纠结 两个 学校 各有利弊 本人 打算 以后 走 学术 希望 得到 论坛 前辈 的 指导 谢谢,,,,,,,,,,,,,,,,,,,,,,,,,
3186,1959278,,合肥工业大学,EE,3.42,3.31,3.42,84.2,3.42,,,,,,,,,,,,,,98,25,24,24,25,322,157,165,2.0,,,,
3187,1959289,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,广电,3.37,3.26,3.37,83.7,3.37/4.0,,,,,,,,,7,8,8.5,6,6,100,28,28,20,24,,,,,,,,
3188,1959294,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,3.5,3.37,3.5,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,1959292,,211 & 985,车辆工程,4.0,3.87,4.08,90.8,90.8/100 1/58,水 科研 半年 交换 各种 无关 竞赛 小奖 无牛 推,,,,,,,,,,,,,,,,,,326,156,170,3,,,,
3190,1959310,,Universtity of Washington,"Cellular, Molecular and Developmental Bi",3.0,2.94,3.0,80.0,3.0,一年 半 很 水 的 科研 无 论文 一个 中科院 的 很 水 的 暑期 实习 一年 美国 私人 诊所 工作 经验 一封 科研 教授 推荐信 一封 国际 学生 组织 推荐信 一封 医生 推荐信,,,,,,,,,,,,,,,,,,318,154,164,3,,,,
3191,1959307,,211 & 985,交通运输,3.5,3.37,3.5,85,85,,,,,,,,,6,6.5,6.5,6,5.5,,,,,,,,,,,,,
3192,1959332,,南开大学,国政,3.46,3.34,3.46,84.6,3.46,,,,,,,,,,,,,,108,29,29,22,28,320,156,164,3,,,,
3193,1959339,,双非,汉语言文学,3.45,3.33,3.45,84.5,3.45/5,,,,,,,,双非,,,,,,,,,,,,,,,,,,
3194,1959355,,双非,环境工程,3.6,3.12,3.2,82,"3.6,7/82",一年 一等 奖学金 两年 二等 奖学金,,,,,,,,6.5,7,6.5,6,6,,,,,,,,,,,,,
3195,1959349,,,,,,,,,,,,,,,,,6.5,6.5,7.5,6,6.5,,,,,,,,,,,,,
3196,1959303,,双非,汉语言文学（师范）,3.7,3.55,3.7,87.0,3.7    前2,一个 媒体 实习 一个 中学 实习 社会 实践 公益活动 和 各类 小 奖 比较 多 还有 一些 媒体 发表文章 和 出版 过 的 个人文集,,,,,,,,,,,,,,,,,,,,,,,,,
3197,1959333,,985&211,新闻学,3.9,3.72,3.9,89.0,3.9/4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,1959379,,双非,师范英语,3.5,3.37,3.5,85.0,3.5/4.0,培训 机构 英语 教师 期间 或 了 几次 优秀教师 奖 教师 资格证      ,,,,,,,,,,,,,,,,,,,,,,,,,
3199,1959395,,211,景观设计,3.68,3.53,3.68,86.8,3.68/4.00/1,两篇 核心 期刊 的 第一 作者 论文 一个 国家 创新 项目 一个 国奖 其他 就是 小 的 公益 设计 项目 水水 的 实习 推荐 也 只是 本校 老师,,,,,,,,,,,,,104,25,28,23,28,,,,,,,,
3200,1959419,,双非,Events Management,,,,,因为走英国教育系统 大四还没有出来不过估计Upper Second,大学 一直 写 全英 论文 所以 随便 抽 了 一篇 的 去   两封 推荐信 一封 来自   一封 来自 大学 小组 办 了 两个 会展   社团   国奖  ,,,,,,,,7,7,8,7,6.5,,,,,,,,,,,,,
3201,1959400,,211,对外汉语,3.62,3.48,3.62,86.2,3.62,,,,,,,,,,,,,,100,28,27,20,25,323,160,163,3,,,,
3202,1959427,,,哲學,3.24,3.15,3.24,82.4,3.24/4,台灣 五大 畢業 若干 實習 經驗 在 瑞典 烏普薩拉交換 半年 一篇 國科會 論文 目前 在 大學當,,,,,,,,7.5,8,8.5,7,6,,,,,,,,,,,,,
3203,1959413,,211 & 985,英语翻译,4.0,3.81,4.0,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,1959439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,1959448,,重庆大学,光电信息工程,3.95,3.76,3.95,89.5,"89.5/100, 加权，1/80",国奖 很 重要 除此之外 基本 三无 人员,,,,,,,,,,,,,,,,,,323,155,168,3.0,,,,
3206,1959366,,211,人力资源管理,3.36,3.25,3.36,83.6,3.36,无 论文   无 推荐   无奖   工作 两年,,,,,,,,,,,,,,,,,,,,,,,,,
3207,1959450,,双非,,,,,,,,,,,,,,,6.5,6.5,6.5,6.5,6,,,,,,,,,,,,,
3208,1959430,,211 & 985,土木,3.75,3.59,3.75,87.5,87.5/100,,土木,3.7,3.55,3.7,87,87/100,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,,,,100,28,27,22,23,322,152,170,3,,,,
3209,1959452,,,汉语言文学,3.8,3.64,3.8,88.05,88.05  4/82,国家 奖学金 省奖 一个 实习 两个,,,,,,,,6.5,8,6.5,6,6,,,,,,,,,,,,,
3210,1959453,,,,,,,,,,,,,,,,,,,,,,98,28,23,22,25,316,151,165,2.5,,,,
3211,1959469,,中国政法大学,,,,,,,,,,,,,,,,,,,,101,29,27,22,23,,,,,,,,
3212,1959468,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,理科强化班,3.83,3.66,3.83,88.27,88.27/100,无 论文 无 大奖,,,,,,,,,,,,,87,24,18,19,26,,,,,,,,
3213,1959484,,211,,,,,,,多奖 与 申请 专业 不 相关 有 实习 与 申请 专业 不 相关 有 交换 经历,,,,,,,,,,,,,,,,,,,,,,,,,
3214,1959471,,211 & 985,信息管理与信息系统,3.10,3.03,3.1,81.0,3.10,无 论文 三个 水水 的 校内 研究 项目 研究生 学校 老师 三封 推荐信,国际贸易,3.55,3.42,3.55,85.5,3.55,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,,,,102,27,28,22,25,325,155,170,3.5,,,,
3215,1959509,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,Computer Science,2.8,2.77,2.8,78.0,2.8,,,,,,,,,7,8.5,6.5,6.5,6.0,,,,,,,,,,,,,
3216,1959485,,211 & 985,医学,3.84,3.67,3.84,88.4,3.84，排名：4,一些 小 奖 没有 太 大 参考价值 发表 论文 生物医学 领域 篇篇 一作 平均 影响 因子 分 左右,医学,,,,,,211 & 985,,,,,,110,30,30,23,27,331,161,170,4.0,,,,
3217,1959491,,211 & 985,国际经济与贸易,,,,,,  加拿大 水本 交流,,,,,,,双非,,,,,,,,,,,,,,,,,,
3218,1959488,,HKUST,Mathematics and Economics,3.81,3.64,3.81,88.08,3.64/4.3,一篇 字 硕士论文 作   几个 - 奖学金 一个 校级 本科生 研究 项目 入围奖 加拿大 女王 大学 交换 一 学期 猜测 导师 动用 了   不然 现在 什么 情况 还 很难说 其他 被 拒 学校 包括 牛津 普林斯顿 斯坦福 芝加哥 耶鲁 伯克利 哥伦比亚 西北 布朗 密歇根 宾大 康奈尔   留下 个人信息 是 方便 校友 申请 作 参考 坛子 里 某些 潜水 的 朋友 知道 我 推荐人 情况 的 还 请 继续 保持沉默 ￣ ω ￣,Economics,,,,,4.02/4.3,HKUST,,,,,,118,30,29,29,30,330,160,170,4.5,,,,
3219,1959490,,山东财经大学,信息管理与信息系统,3.2,3.37,3.5,85,85/100， 3.2/4,,,,,,,,双非,7,7.5,7,7,7,,,,,,,,,,,,,
3220,1959513,,211,法学,3.0,2.94,3.0,80,80,,,,,,,,,,,,,,104,29,27,20,28,,,,,,,,
3221,1959517,,南京工业大学,Computer Science and Technology,3.85,3.68,3.85,88.5,88.5/100    3/81,港城 来 同一天 港大来 面试 通知 号 面试 号 推研 两个 国家 软件 比赛 三等奖 两个 江苏省 大创 项目 第一 负责人 校级 项目 第一 负责人 计算机 中文 核心 期刊 挂名 大三 一年 专业 兼职 实习 半年 专业 全职 实习 公司 都 是 无名 创业 公司 但 实习 不水 其他 一个 创业项目 和 几个 个人 项目 两次 国家 励志 奖学金 一次 校长 奖学金 四次 一等 奖学金 两次 二等 奖学金 其他 校 自强 之星 优干 乱七八糟 班级 班长 一年 助理 班主任 院 分团委 组织部 部长 团总支 部副 书记 等 运动会 第一名 还有 一个 广西 寒假 短期 支教 经历,,,,,,,,6.5,7,6.5,5.5,6,,,,,,,,,,,,,
3222,1959520,,,通信工程,,,,,4.12/5.0,无 论文 无 项目 参与 活动 较 多,,,,,,,,7.0,8.5,7.0,5.5,6.0,,,,,,,,,,,,,
3223,1959558,,美本,经济学,3.5,3.37,3.5,85.0,3.5/4.0,,,,,,,,,,,,,,,,,,,324,154,170,3.5,,,,
3224,1959571,,双非,设计史,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,1959586,,双非,产品质量工程,,,,,,,,,,,,,,7.5,8.5,8,6.5,6,,,,,,,,,,,,,
3226,1959595,,211,金融,3.4,3.29,3.4,84.0,3.4/5,号 广州 面试 自己 条件 很 一般 能 收到 大概 因为 笔试 题答 的 很 好 吧,,,,,,,,,,,,,,,,,,,,,,,,,
3227,1959516,,双非,汉语言文学,3.31,3.21,3.31,83.1,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,1959584,,双非,产品质量工程,,,,,,,,,,,,,,7.5,8.5,8,6.5,6,,,,,,,,,,,,,
3229,1959563,,澳门大学,数学应用,3.31,3.21,3.31,83.1,3.31,,BDT,,,,,,,,,,,,96,28,25,20,23,,,,,,,,
3230,1959599,,211,汉语言文学,3.46,3.34,3.46,84.6,3.46/5,大创 项目 的 主持人 学校 实习,,,,,,,,6.5,6.5,6,7,7,,,,,,,,,,,,,
3231,1959596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,1959591,,双非,对外汉语,3.0,2.94,3.0,80,80刚出头,没有 奖学金 没有 牛 推 只有 一些 没 分量 的 志愿者 活动 不过 有 年 英语教学 经验 包括 中学英语 和雅思 教学,,,,,,,,7.5,8.5,8.5,6.5,7,,,,,,,,,,,,,
3233,1959611,,双非,城乡规划,3.33,3.23,3.33,83.3,GPA3.33 排名6/39,,,,,,,,,6,6.5,7,5,6,,,,,,,,,,,,,
3234,1959612,,211 & 985,金融,3.7,3.55,3.7,87.0,3.7/4.0,无 论文 三个 实习 四大 咨询 券商 四个 奖学金,,,,,,,,,,,,,,,,,,,,,,,,,
3235,1959614,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,汉语言文学,3.74,2.69,2.7,77,3.74，3/77，应该就是一般的GPA算法吧,发 过 几篇 论文 一般 期刊 + 都 是 学校 的 奖 奖学金 一类 的 没有 很 突出 的 + 社团 和 实习 都 没什么 突出 的,中国现当代文学,3.86,3.68,3.86,88.6,3.86，3/19，应该就是一般的GPA算法吧,211 & 985,,,,,,98,26,25,20,27,,,,,,,,
3236,1959621,,清华/北大/中科大,新闻与传播 广告专业,3.45,3.33,3.45,84.5,3.45,在 院系 担任 篮球队 队长 文艺部 骨干 学校 协会 副会长 有个 月 支教 经验 和 一些 教学 经历 主要 涉及 中 美 交流 项目 广告公司 实习 个 月,,,,,,,,,,,,,,,,,,320,,,3.5,,,,
3237,1959603,,211,土木工程,3.8,3.63,3.8,88,88,过程 太 曲折 就 不 详细 说 了 只 申 了 这 一所 拿到 了 也 算 值得 了,,,,,,,,,,,,,,,,,,,,,,,,,
3238,1959613,,双非,国际新闻,3.56,3.43,3.56,85.6,3.56/5,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,1959640,,,汉语言文学,3.8,3.64,3.8,88.05,88.05  4/82,国家 奖学金 省奖 一个 实习 两个,,,,,,,,6.5,8,6.5,6,6,,,,,,,,,,,,,
3240,1959635,,211,中文,3.5,3.37,3.5,85,85,校媒 负责人 央媒 三个 月 实习 十几篇 文章 见报 一个 地方 报社 实习 一个 渣 期刊 其他 可有可无 经历 和 新闻 类奖 无牛 推,,,,,,,,,,,,,,,,,,,,,,,,,
3241,1959630,,211 & 985,汉语言文学,3.8,3.63,3.8,88,88/100,大陆 论文 台湾 论文 台湾 会议 大陆 会议 书 大陆 暑校 美国 暑校 学校 里 的 项目 若干 忘 了,中国古典文献,4.0,4.06,4.3,93,93/100,211 & 985,,,,,,,,,,,,,,,,,,
3242,1959643,,,,,,,,,,,,,,,,,,,,,,92,24,25,19,24,,,,,660,51,28,
3243,1959683,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,工业工程,3.6,3.46,3.6,86,86/100,若干 国奖 若干,管理科学与工程,3.75,3.59,3.75,87.5,87.5,211 & 985,,,,,,101,28,28,23,22,325,155,170,3,,,,
